Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Transcript start (bp)	Transcript end (bp)
YAL011W	YAL011W.1	YAL011W	YAL011W.1	132199	134076
YPR137W	YPR137W.1	YPR137W	YPR137W.1	802359	804080
YJL108C	YJL108C.1	YJL108C	YJL108C.1	217705	218856
YHR039C-A	YHR039C-A.1	YHR039C-A	YHR039C-A.1	187173	187679
YLR238W	YLR238W.1	YLR238W	YLR238W.1	614755	616191
YNL067W	YNL067W.1	YNL067W	YNL067W.1	499681	500256
YEL016C	YEL016C.1	YEL016C	YEL016C.1	124737	126218
YEL020C	YEL020C.1	YEL020C	YEL020C.1	118617	120299
YLR020C	YLR020C.1	YLR020C	YLR020C.1	181789	183405
YPL060W	YPL060W.1	YPL060W	YPL060W.1	434523	435764
YER087W	YER087W.1	YER087W	YER087W.1	330576	332306
YIL156W-B	YIL156W-B.1	YIL156W-B	YIL156W-B.1	47690	47973
YOL087C	YOL087C.1	YOL087C	YOL087C.1	155287	158637
YNL304W	YNL304W.1	YNL304W	YNL304W.1	60297	61550
YHR056C	YHR056C.1	YHR056C	YHR056C.1	215183	217834
YNL092W	YNL092W.1	YNL092W	YNL092W.1	450871	452073
YJR110W	YJR110W.1	YJR110W	YJR110W.1	633615	635681
YKL033W	YKL033W.1	YKL033W	YKL033W.1	375456	378572
YPL152W	YPL152W.1	YPL152W	YPL152W.1	265028	266104
YLR427W	YLR427W.1	YLR427W	YLR427W.1	988428	990440
YHR214W	YHR214W.1	YHR214W	YHR214W.1	541651	542262
YLR049C	YLR049C.1	YLR049C	YLR049C.1	243886	245172
YBR025C	YBR025C.1	YBR025C	YBR025C.1	290681	291865
YGL243W	YGL243W.1	YGL243W	YGL243W.1	43307	44509
YNL208W	YNL208W.1	YNL208W	YNL208W.1	254418	255017
YER055C	YER055C.1	YER055C	YER055C.1	264892	265785
YHR065C	YHR065C.1	YHR065C	YHR065C.1	227532	229037
YJR123W	YJR123W.1	YJR123W	YJR123W.1	651901	652578
YDR405W	YDR405W.1	YDR405W	YDR405W.1	1277646	1278437
YNL128W	YNL128W.1	YNL128W	YNL128W.1	382359	383663
YGL163C	YGL163C.1	YGL163C	YGL163C.1	193707	196403
YDR426C	YDR426C.1	YDR426C	YDR426C.1	1321629	1322006
YMR139W	YMR139W.1	YMR139W	YMR139W.1	546125	547237
YDR442W	YDR442W.1	YDR442W	YDR442W.1	1345647	1346039
YJL128C	YJL128C.1	YJL128C	YJL128C.1	178097	180103
YDL217C	YDL217C.1	YDL217C	YDL217C.1	67983	68606
YJR002W	YJR002W.1	YJR002W	YJR002W.1	438865	440646
YOL085C	YOL085C.1	YOL085C	YOL085C.1	161673	162014
YPL094C	YPL094C.1	YPL094C	YPL094C.1	369839	370663
YJL157C	YJL157C.1	YJL157C	YJL157C.1	123836	126328
YER120W	YER120W.1	YER120W	YER120W.1	401135	401869
YAL037C-A	YAL037C-A.1	YAL037C-A	YAL037C-A.1	73426	73518
YGL207W	YGL207W.1	YGL207W	YGL207W.1	98969	102076
YDR516C	YDR516C.1	YDR516C	YDR516C.1	1474974	1476476
YLR315W	YLR315W.1	YLR315W	YLR315W.1	764808	765269
YPL106C	YPL106C.1	YPL106C	YPL106C.1	350194	352275
YFR042W	YFR042W.1	YFR042W	YFR042W.1	238458	239060
YLR256W	YLR256W.1	YLR256W	YLR256W.1	646415	650923
YPR191W	YPR191W.1	YPR191W	YPR191W.1	919381	920487
YJR029W	YJR029W.1	YJR029W	YJR029W.1	478344	483612
YMR241W	YMR241W.1	YMR241W	YMR241W.1	751961	752905
YNR077C	YNR077C.1	YNR077C	YNR077C.1	783287	783541
YOR147W	YOR147W.1	YOR147W	YOR147W.1	606607	608475
YJL189W	YJL189W.1	YJL189W	YJL189W.1	75933	76474
YAL059C-A	YAL059C-A.1	YAL059C-A	YAL059C-A.1	36496	36918
YHR079C-A	YHR079C-A.1	YHR079C-A	YHR079C-A.1	262192	262553
YBR260C	YBR260C.1	YBR260C	YBR260C.1	732639	734639
YLR396C	YLR396C.1	YLR396C	YLR396C.1	910235	912310
YOL079W	YOL079W.1	YOL079W	YOL079W.1	181057	181455
YNR037C	YNR037C.1	YNR037C	YNR037C.1	695052	695327
YPL243W	YPL243W.1	YPL243W	YPL243W.1	88517	90316
YDL109C	YDL109C.1	YDL109C	YDL109C.1	265258	267201
YBR018C	YBR018C.1	YBR018C	YBR018C.1	274427	275527
YLR440C	YLR440C.1	YLR440C	YLR440C.1	1015568	1017697
YDL248W	YDL248W.1	YDL248W	YDL248W.1	1802	2953
YCR043C	YCR043C.1	YCR043C	YCR043C.1	206261	206644
YBR054W	YBR054W.1	YBR054W	YBR054W.1	343101	344135
YPL270W	YPL270W.1	YPL270W	YPL270W.1	30482	32803
YNL164C	YNL164C.1	YNL164C	YNL164C.1	325265	326320
YNL062C	YNL062C.1	YNL062C	YNL062C.1	508776	510212
YML106W	YML106W.1	YML106W	YML106W.1	56773	57453
YMR003W	YMR003W.1	YMR003W	YMR003W.1	273118	273714
YMR298W	YMR298W.1	YMR298W	YMR298W.1	863819	864271
YGR296W	YGR296W.1	YGR296W	YGR296W.1	1084864	1090591
YIL029W-A	YIL029W-A.1	YIL029W-A	YIL029W-A.1	299735	300106
YMR037C	YMR037C.1	YMR037C	YMR037C.1	344403	346517
YHR012W	YHR012W.1	YHR012W	YHR012W.1	129481	130448
YKL094W	YKL094W.1	YKL094W	YKL094W.1	263349	264290
YOR066W	YOR066W.1	YOR066W	YOR066W.1	449436	451325
YDR497C	YDR497C.1	YDR497C	YDR497C.1	1443713	1445467
YLR367W	YLR367W.1	YLR367W	YLR367W.1	856442	857317
YOR129C	YOR129C.1	YOR129C	YOR129C.1	566877	569558
YOL161C	YOL161C.1	YOL161C	YOL161C.1	11549	11911
YJL027C	YJL027C.1	YJL027C	YJL027C.1	391833	392249
YJR147W	YJR147W.1	YJR147W	YJR147W.1	704196	705272
YDR409W	YDR409W.1	YDR409W	YDR409W.1	1289406	1292120
YDR041W	YDR041W.1	YDR041W	YDR041W.1	539803	540414
YMR272C	YMR272C.1	YMR272C	YMR272C.1	809623	810777
YJL039C	YJL039C.1	YJL039C	YJL039C.1	368748	373799
YKL143W	YKL143W.1	YKL143W	YKL143W.1	176781	178172
YDR307W	YDR307W.1	YDR307W	YDR307W.1	1075865	1077853
YDL081C	YDL081C.1	YDL081C	YDL081C.1	309802	310122
YBL100C	YBL100C.1	YBL100C	YBL100C.1	36989	37303
YIL019W	YIL019W.1	YIL019W	YIL019W.1	315093	316133
YIL082W-A	YIL082W-A.1	YIL082W-A	YIL082W-A.1	205635	210132
YDR390C	YDR390C.1	YDR390C	YDR390C.1	1254937	1256847
YNL041C	YNL041C.1	YNL041C	YNL041C.1	549468	551987
YDL201W	YDL201W.1	YDL201W	YDL201W.1	99561	100421
YMR028W	YMR028W.1	YMR028W	YMR028W.1	327482	328582
YNL200C	YNL200C.1	YNL200C	YNL200C.1	263713	264453
YKR041W	YKR041W.1	YKR041W	YKR041W.1	518198	518950
YER073W	YER073W.1	YER073W	YER073W.1	304030	305592
YGR144W	YGR144W.1	YGR144W	YGR144W.1	780399	781379
YEL006W	YEL006W.1	YEL006W	YEL006W.1	144327	145334
YKL225W	YKL225W.1	YKL225W	YKL225W.1	451	798
YJR007W	YJR007W.1	YJR007W	YJR007W.1	451020	451934
YBR053C	YBR053C.1	YBR053C	YBR053C.1	339675	340751
YNL238W	YNL238W.1	YNL238W	YNL238W.1	202428	204872
YCR073W-A	YCR073W-A.1	YCR073W-A	YCR073W-A.1	246963	247910
YGL109W	YGL109W.1	YGL109W	YGL109W.1	303513	303836
YJL075C	YJL075C.1	YJL075C	YJL075C.1	298460	298876
YHR211W	YHR211W.1	YHR211W	YHR211W.1	525392	528619
YOR269W	YOR269W.1	YOR269W	YOR269W.1	826385	827869
YML039W	YML039W.1	YML039W	YML039W.1	196628	201896
YLL060C	YLL060C.1	YLL060C	YLL060C.1	21138	21839
YDR500C	YDR500C.1	YDR500C	YDR500C.1	1450198	1450853
YPL163C	YPL163C.1	YPL163C	YPL163C.1	241918	242700
YKL118W	YKL118W.1	YKL118W	YKL118W.1	219126	219437
YLL003W	YLL003W.1	YLL003W	YLL003W.1	143201	146041
YBR103C-A	YBR103C-A.1	YBR103C-A	YBR103C-A.1	449320	449463
YAL064W-B	YAL064W-B.1	YAL064W-B	YAL064W-B.1	12046	12426
YMR258C	YMR258C.1	YMR258C	YMR258C.1	782620	784281
YML125C	YML125C.1	YML125C	YML125C.1	20761	21699
YML069W	YML069W.1	YML069W	YML069W.1	135500	137158
YOL057W	YOL057W.1	YOL057W	YOL057W.1	220767	222902
YKL145W	YKL145W.1	YKL145W	YKL145W.1	174213	175616
YPL283W-B	YPL283W-B.1	YPL283W-B	YPL283W-B.1	643	1125
YFR030W	YFR030W.1	YFR030W	YFR030W.1	213312	216419
YGR146C	YGR146C.1	YGR146C	YGR146C.1	784223	784858
YIL150C	YIL150C.1	YIL150C	YIL150C.1	61013	62728
YDL126C	YDL126C.1	YDL126C	YDL126C.1	236157	238664
YDL006W	YDL006W.1	YDL006W	YDL006W.1	439909	440754
YOL083C-A	YOL083C-A.1	YOL083C-A	YOL083C-A.1	166461	166601
YMR025W	YMR025W.1	YMR025W	YMR025W.1	323300	324187
YGR287C	YGR287C.1	YGR287C	YGR287C.1	1067222	1068991
YOR227W	YOR227W.1	YOR227W	YOR227W.1	762825	766565
YDL233W	YDL233W.1	YDL233W	YDL233W.1	36797	38173
YCL057C-A	YCL057C-A.1	YCL057C-A	YCL057C-A.1	24032	24325
YOR362C	YOR362C.1	YOR362C	YOR362C.1	1017880	1018746
YNL266W	YNL266W.1	YNL266W	YNL266W.1	144245	144664
YMR276W	YMR276W.1	YMR276W	YMR276W.1	818827	819948
YOR217W	YOR217W.1	YOR217W	YOR217W.1	749301	751886
YGR061C	YGR061C.1	YGR061C	YGR061C.1	611889	615965
YBR049C	YBR049C.1	YBR049C	YBR049C.1	334386	336818
YML124C	YML124C.1	YML124C	YML124C.1	22048	23683
YPL246C	YPL246C.1	YPL246C	YPL246C.1	84509	85297
YDL178W	YDL178W.1	YDL178W	YDL178W.1	139522	141114
YOR111W	YOR111W.1	YOR111W	YOR111W.1	530429	531127
YLR156W	YLR156W.1	YLR156W	YLR156W.1	472113	472457
YLR152C	YLR152C.1	YLR152C	YLR152C.1	442958	444688
YLR431C	YLR431C.1	YLR431C	YLR431C.1	1000342	1001703
YMR096W	YMR096W.1	YMR096W	YMR096W.1	458408	459301
YNL240C	YNL240C.1	YNL240C	YNL240C.1	198502	199977
YKL019W	YKL019W.1	YKL019W	YKL019W.1	402568	403518
YGR168C	YGR168C.1	YGR168C	YGR168C.1	833352	834482
YGR027C	YGR027C.1	YGR027C	YGR027C.1	534132	534458
YGL250W	YGL250W.1	YGL250W	YGL250W.1	31910	32635
YJL048C	YJL048C.1	YJL048C	YJL048C.1	347447	348637
Q0105	Q0105.1	Q0105	Q0105.1	36540	43647
YEL031W	YEL031W.1	YEL031W	YEL031W.1	90258	93905
YDL147W	YDL147W.1	YDL147W	YDL147W.1	190924	192261
YJL129C	YJL129C.1	YJL129C	YJL129C.1	173599	177306
YJL188C	YJL188C.1	YJL188C	YJL188C.1	76202	76510
YKL191W	YKL191W.1	YKL191W	YKL191W.1	81035	82639
YDR320C-A	YDR320C-A.1	YDR320C-A	YDR320C-A.1	1108280	1108498
YIL099W	YIL099W.1	YIL099W	YIL099W.1	178004	179653
YJR135C	YJR135C.1	YJR135C	YJR135C.1	676059	676778
YBR102C	YBR102C.1	YBR102C	YBR102C.1	445062	447323
YGR161C-C	YGR161C-C.1	YGR161C-C	YGR161C-C.1	821693	823015
YIR013C	YIR013C.1	YIR013C	YIR013C.1	380019	380384
YDR144C	YDR144C.1	YDR144C	YDR144C.1	744311	746101
YIL094C	YIL094C.1	YIL094C	YIL094C.1	186517	187632
YIL002W-A	YIL002W-A.1	YIL002W-A	YIL002W-A.1	350301	350510
YMR032W	YMR032W.1	YMR032W	YMR032W.1	335298	337307
YAL049C	YAL049C.1	YAL049C	YAL049C.1	51855	52595
YPL112C	YPL112C.1	YPL112C	YPL112C.1	337436	338620
YJL077W-A	YJL077W-A.1	YJL077W-A	YJL077W-A.1	294799	294885
YMR078C	YMR078C.1	YMR078C	YMR078C.1	422503	424728
YJL085W	YJL085W.1	YJL085W	YJL085W.1	272827	274698
YKL209C	YKL209C.1	YKL209C	YKL209C.1	42423	46295
YKL128C	YKL128C.1	YKL128C	YKL128C.1	200884	201771
YMR010W	YMR010W.1	YMR010W	YMR010W.1	285100	286317
YBR193C	YBR193C.1	YBR193C	YBR193C.1	609082	609753
YCR023C	YCR023C.1	YCR023C	YCR023C.1	158538	160373
YHL009C	YHL009C.1	YHL009C	YHL009C.1	84068	85060
YDL086W	YDL086W.1	YDL086W	YDL086W.1	301413	302234
YOR201C	YOR201C.1	YOR201C	YOR201C.1	720470	721708
YPR109W	YPR109W.1	YPR109W	YPR109W.1	744689	745573
YIL038C	YIL038C.1	YIL038C	YIL038C.1	280142	282652
YDR001C	YDR001C.1	YDR001C	YDR001C.1	450220	452475
YPL137C	YPL137C.1	YPL137C	YPL137C.1	292817	296647
YML082W	YML082W.1	YML082W	YML082W.1	101862	103811
YJL004C	YJL004C.1	YJL004C	YJL004C.1	431589	432200
YNL269W	YNL269W.1	YNL269W	YNL269W.1	137699	138094
YPL233W	YPL233W.1	YPL233W	YPL233W.1	106172	106822
YOR218C	YOR218C.1	YOR218C	YOR218C.1	751476	751895
YOR286W	YOR286W.1	YOR286W	YOR286W.1	850280	850729
YOR315W	YOR315W.1	YOR315W	YOR315W.1	904760	905800
YNL010W	YNL010W.1	YNL010W	YNL010W.1	613635	614360
YIL087C	YIL087C.1	YIL087C	YIL087C.1	199646	200119
YJL070C	YJL070C.1	YJL070C	YJL070C.1	307971	310637
YKR100C	YKR100C.1	YKR100C	YKR100C.1	638901	639968
YLR388W	YLR388W.1	YLR388W	YLR388W.1	898651	898821
YNL079C	YNL079C.1	YNL079C	YNL079C.1	478566	479165
YHR061C	YHR061C.1	YHR061C	YHR061C.1	221534	222478
YLR415C	YLR415C.1	YLR415C	YLR415C.1	954259	954597
YHR104W	YHR104W.1	YHR104W	YHR104W.1	323409	324392
YLL008W	YLL008W.1	YLL008W	YLL008W.1	131729	133987
YPL111W	YPL111W.1	YPL111W	YPL111W.1	339944	340945
YPR123C	YPR123C.1	YPR123C	YPR123C.1	786141	786575
YFL067W	YFL067W.1	YFL067W	YFL067W.1	836	1363
YBR158W	YBR158W.1	YBR158W	YBR158W.1	556549	558198
YGL146C	YGL146C.1	YGL146C	YGL146C.1	228751	229686
YER043C	YER043C.1	YER043C	YER043C.1	235770	237119
YEL077W-A	YEL077W-A.1	YEL077W-A	YEL077W-A.1	630	1112
YBR182C	YBR182C.1	YBR182C	YBR182C.1	593506	594864
YDL016C	YDL016C.1	YDL016C	YDL016C.1	425570	425872
YMR054W	YMR054W.1	YMR054W	YMR054W.1	383303	385975
YPR015C	YPR015C.1	YPR015C	YPR015C.1	590283	591026
YER026C	YER026C.1	YER026C	YER026C.1	207644	208474
YDR264C	YDR264C.1	YDR264C	YDR264C.1	996029	998323
YOL036W	YOL036W.1	YOL036W	YOL036W.1	256745	259030
YMR231W	YMR231W.1	YMR231W	YMR231W.1	733545	736634
YDL139C	YDL139C.1	YDL139C	YDL139C.1	211375	212046
YPR100W	YPR100W.1	YPR100W	YPR100W.1	729791	730213
YDR095C	YDR095C.1	YDR095C	YDR095C.1	636117	636527
YOL028C	YOL028C.1	YOL028C	YOL028C.1	270633	271370
YKL149C	YKL149C.1	YKL149C	YKL149C.1	167612	168829
YNR033W	YNR033W.1	YNR033W	YNR033W.1	687635	689998
YBL093C	YBL093C.1	YBL093C	YBL093C.1	44256	44918
YBR072C-A	YBR072C-A.1	YBR072C-A	YBR072C-A.1	382860	383021
YPR122W	YPR122W.1	YPR122W	YPR122W.1	782045	785671
YOL009C	YOL009C.1	YOL009C	YOL009C.1	309324	310139
YEL075W-A	YEL075W-A.1	YEL075W-A	YEL075W-A.1	4870	5481
YER124C	YER124C.1	YER124C	YER124C.1	407342	409063
YBR209W	YBR209W.1	YBR209W	YBR209W.1	642583	642900
YGR253C	YGR253C.1	YGR253C	YGR253C.1	998358	999140
YHR214C-D	YHR214C-D.1	YHR214C-D	YHR214C-D.1	550648	550941
YOL158C	YOL158C.1	YOL158C	YOL158C.1	19491	21311
YDR055W	YDR055W.1	YDR055W	YDR055W.1	563527	564861
YMR190C	YMR190C.1	YMR190C	YMR190C.1	640915	645258
YDL110C	YDL110C.1	YDL110C	YDL110C.1	264512	264964
YNL187W	YNL187W.1	YNL187W	YNL187W.1	287994	289067
YNL274C	YNL274C.1	YNL274C	YNL274C.1	121118	122170
YOR049C	YOR049C.1	YOR049C	YOR049C.1	422668	423732
YGR051C	YGR051C.1	YGR051C	YGR051C.1	592906	593229
YMR027W	YMR027W.1	YMR027W	YMR027W.1	325877	327289
YGR135W	YGR135W.1	YGR135W	YGR135W.1	761392	762168
YIL044C	YIL044C.1	YIL044C	YIL044C.1	272950	273846
YJR032W	YJR032W.1	YJR032W	YJR032W.1	491081	492262
YPL257W-B	YPL257W-B.1	YPL257W-B	YPL257W-B.1	56748	62016
YJL211C	YJL211C.1	YJL211C	YJL211C.1	36757	37200
YDR419W	YDR419W.1	YDR419W	YDR419W.1	1303174	1305072
YBR011C	YBR011C.1	YBR011C	YBR011C.1	257112	257975
YBR110W	YBR110W.1	YBR110W	YBR110W.1	458872	460221
YEL028W	YEL028W.1	YEL028W	YEL028W.1	98668	99129
YGR089W	YGR089W.1	YGR089W	YGR089W.1	656960	659770
YOR009W	YOR009W.1	YOR009W	YOR009W.1	344335	345798
YLR247C	YLR247C.1	YLR247C	YLR247C.1	628684	633354
YEL067C	YEL067C.1	YEL067C	YEL067C.1	26189	26776
YDR266C	YDR266C.1	YDR266C	YDR266C.1	1000104	1002023
YPR036W-A	YPR036W-A.1	YPR036W-A	YPR036W-A.1	645950	646153
YDR512C	YDR512C.1	YDR512C	YDR512C.1	1470500	1471063
YPL208W	YPL208W.1	YPL208W	YPL208W.1	157842	159593
YLR450W	YLR450W.1	YLR450W	YLR450W.1	1032627	1035764
YML051W	YML051W.1	YML051W	YML051W.1	171594	172901
YOR319W	YOR319W.1	YOR319W	YOR319W.1	912822	913463
YCL014W	YCL014W.1	YCL014W	YCL014W.1	96281	101191
YGL117W	YGL117W.1	YGL117W	YGL117W.1	288512	289309
YFL010W-A	YFL010W-A.1	YFL010W-A	YFL010W-A.1	114990	115274
YLR371W	YLR371W.1	YLR371W	YLR371W.1	862714	866784
YDL051W	YDL051W.1	YDL051W	YDL051W.1	363952	364779
YAL056C-A	YAL056C-A.1	YAL056C-A	YAL056C-A.1	38696	39046
YLL040C	YLL040C.1	YLL040C	YLL040C.1	54211	63645
YKR070W	YKR070W.1	YKR070W	YKR070W.1	573574	574632
YHR081W	YHR081W.1	YHR081W	YHR081W.1	267538	268092
YJL072C	YJL072C.1	YJL072C	YJL072C.1	305221	305862
YDR090C	YDR090C.1	YDR090C	YDR090C.1	625066	625998
YOR061W	YOR061W.1	YOR061W	YOR061W.1	441534	442553
YOR318C	YOR318C.1	YOR318C	YOR318C.1	911784	912436
YDR038C	YDR038C.1	YDR038C	YDR038C.1	527422	530697
YPL256C	YPL256C.1	YPL256C	YPL256C.1	64977	66614
YDR040C	YDR040C.1	YDR040C	YDR040C.1	535192	538467
YNL024C	YNL024C.1	YNL024C	YNL024C.1	587107	587847
YOR070C	YOR070C.1	YOR070C	YOR070C.1	455907	457820
YJL217W	YJL217W.1	YJL217W	YJL217W.1	23133	23729
YLL066W-B	YLL066W-B.1	YLL066W-B	YLL066W-B.1	5605	5775
YGL093W	YGL093W.1	YGL093W	YGL093W.1	334886	337639
YLR397C	YLR397C.1	YLR397C	YLR397C.1	912550	914892
YDR523C	YDR523C.1	YDR523C	YDR523C.1	1485566	1487038
YHL017W	YHL017W.1	YHL017W	YHL017W.1	70276	71874
YKL098W	YKL098W.1	YKL098W	YKL098W.1	256770	257843
YCR008W	YCR008W.1	YCR008W	YCR008W.1	128470	130281
YOR204W	YOR204W.1	YOR204W	YOR204W.1	722911	724725
YMR046W-A	YMR046W-A.1	YMR046W-A	YMR046W-A.1	362702	362830
YOR298C-A	YOR298C-A.1	YOR298C-A	YOR298C-A.1	877230	877685
YOL059W	YOL059W.1	YOL059W	YOL059W.1	217126	218448
YOR250C	YOR250C.1	YOR250C	YOR250C.1	800970	802307
YGR110W	YGR110W.1	YGR110W	YGR110W.1	713709	715046
YHL036W	YHL036W.1	YHL036W	YHL036W.1	26241	27881
YOR165W	YOR165W.1	YOR165W	YOR165W.1	644566	646896
YJR088C	YJR088C.1	YJR088C	YJR088C.1	586495	587373
YCR014C	YCR014C.1	YCR014C	YCR014C.1	139185	140933
YLR378C	YLR378C.1	YLR378C	YLR378C.1	875736	877178
YHR020W	YHR020W.1	YHR020W	YHR020W.1	143996	146062
YMR235C	YMR235C.1	YMR235C	YMR235C.1	741512	742735
YGL099W	YGL099W.1	YGL099W	YGL099W.1	314631	316553
YBL050W	YBL050W.1	YBL050W	YBL050W.1	125125	126119
YJR039W	YJR039W.1	YJR039W	YJR039W.1	503936	507301
YHR069C-A	YHR069C-A.1	YHR069C-A	YHR069C-A.1	234874	235236
YJL148W	YJL148W.1	YJL148W	YJL148W.1	140437	141138
YEL075C	YEL075C.1	YEL075C	YEL075C.1	5345	5713
YNL185C	YNL185C.1	YNL185C	YNL185C.1	292193	292669
YFR036W	YFR036W.1	YFR036W	YFR036W.1	226963	227337
YMR067C	YMR067C.1	YMR067C	YMR067C.1	404323	405573
YML086C	YML086C.1	YML086C	YML086C.1	95791	97371
YDR016C	YDR016C.1	YDR016C	YDR016C.1	478474	478758
YMR167W	YMR167W.1	YMR167W	YMR167W.1	594886	597195
YGR062C	YGR062C.1	YGR062C	YGR062C.1	616328	617278
YOR122C	YOR122C.1	YOR122C	YOR122C.1	552298	552887
YIL113W	YIL113W.1	YIL113W	YIL113W.1	150559	151188
YNL234W	YNL234W.1	YNL234W	YNL234W.1	210233	211513
YJL142C	YJL142C.1	YJL142C	YJL142C.1	147819	148211
YDR414C	YDR414C.1	YDR414C	YDR414C.1	1295598	1296686
YCR072C	YCR072C.1	YCR072C	YCR072C.1	240805	242352
YKR093W	YKR093W.1	YKR093W	YKR093W.1	615730	617535
YDR342C	YDR342C.1	YDR342C	YDR342C.1	1154216	1155928
YBR118W	YBR118W.1	YBR118W	YBR118W.1	477671	479047
YGR189C	YGR189C.1	YGR189C	YGR189C.1	876669	878192
YPL045W	YPL045W.1	YPL045W	YPL045W.1	467260	469656
YER113C	YER113C.1	YER113C	YER113C.1	387932	390052
YMR050C	YMR050C.1	YMR050C	YMR050C.1	373057	378325
YDR471W	YDR471W.1	YDR471W	YDR471W.1	1401770	1402564
YCR086W	YCR086W.1	YCR086W	YCR086W.1	263392	263964
YOR380W	YOR380W.1	YOR380W	YOR380W.1	1051290	1052930
YFL044C	YFL044C.1	YFL044C	YFL044C.1	44655	45560
YHR039C	YHR039C.1	YHR039C	YHR039C.1	184875	186809
YBR245C	YBR245C.1	YBR245C	YBR245C.1	708150	711539
YIL009W	YIL009W.1	YIL009W	YIL009W.1	339344	341428
YDR318W	YDR318W.1	YDR318W	YDR318W.1	1103758	1104947
YNL046W	YNL046W.1	YNL046W	YNL046W.1	542304	542822
YLR025W	YLR025W.1	YLR025W	YLR025W.1	194452	195174
YOR355W	YOR355W.1	YOR355W	YOR355W.1	1005137	1006705
YDR076W	YDR076W.1	YDR076W	YDR076W.1	598468	599688
YPL265W	YPL265W.1	YPL265W	YPL265W.1	41043	42869
YGL152C	YGL152C.1	YGL152C	YGL152C.1	216692	217369
YFR055W	YFR055W.1	YFR055W	YFR055W.1	264204	265226
YDL128W	YDL128W.1	YDL128W	YDL128W.1	232652	233887
YNL013C	YNL013C.1	YNL013C	YNL013C.1	609133	609510
YHR090C	YHR090C.1	YHR090C	YHR090C.1	283777	284625
YDR214W	YDR214W.1	YDR214W	YDR214W.1	892875	893927
YLR184W	YLR184W.1	YLR184W	YLR184W.1	522106	522453
YPR061C	YPR061C.1	YPR061C	YPR061C.1	675977	676882
YGR267C	YGR267C.1	YGR267C	YGR267C.1	1025004	1025735
YOL090W	YOL090W.1	YOL090W	YOL090W.1	147382	150276
YGR185C	YGR185C.1	YGR185C	YGR185C.1	866336	867520
YIL020C-A	YIL020C-A.1	YIL020C-A	YIL020C-A.1	313713	314051
YBR056C-B	YBR056C-B.1	YBR056C-B	YBR056C-B.1	351293	351451
YLR169W	YLR169W.1	YLR169W	YLR169W.1	500335	500688
YML050W	YML050W.1	YML050W	YML050W.1	173139	174074
YLR322W	YLR322W.1	YLR322W	YLR322W.1	777628	777942
YDR034W-B	YDR034W-B.1	YDR034W-B	YDR034W-B.1	521314	521469
YNL078W	YNL078W.1	YNL078W	YNL078W.1	479768	480991
YMR158W	YMR158W.1	YMR158W	YMR158W.1	572248	572715
YLR349W	YLR349W.1	YLR349W	YLR349W.1	827521	828027
YKR018C	YKR018C.1	YKR018C	YKR018C.1	473723	475900
YOR262W	YOR262W.1	YOR262W	YOR262W.1	817292	818335
YDR470C	YDR470C.1	YDR470C	YDR470C.1	1399706	1401214
YML132W	YML132W.1	YML132W	YML132W.1	7244	8383
YFL004W	YFL004W.1	YFL004W	YFL004W.1	131810	134296
YHR016C	YHR016C.1	YHR016C	YHR016C.1	136881	138455
YDL045W-A	YDL045W-A.1	YDL045W-A	YDL045W-A.1	372248	372535
YNL290W	YNL290W.1	YNL290W	YNL290W.1	86218	87240
YMR132C	YMR132C.1	YMR132C	YMR132C.1	534944	535570
YBR012W-A	YBR012W-A.1	YBR012W-A	YBR012W-A.1	259869	261191
YDR358W	YDR358W.1	YDR358W	YDR358W.1	1190059	1191732
YBR010W	YBR010W.1	YBR010W	YBR010W.1	256331	256741
YGL085W	YGL085W.1	YGL085W	YGL085W.1	349616	350440
YGR023W	YGR023W.1	YGR023W	YGR023W.1	529264	530919
YML008C	YML008C.1	YML008C	YML008C.1	251839	252990
YKR089C	YKR089C.1	YKR089C	YKR089C.1	605633	608365
YLR206W	YLR206W.1	YLR206W	YLR206W.1	554578	556419
YLL059C	YLL059C.1	YLL059C	YLL059C.1	22474	22980
YGL088W	YGL088W.1	YGL088W	YGL088W.1	345836	346201
YIL119C	YIL119C.1	YIL119C	YIL119C.1	136654	137877
YDR073W	YDR073W.1	YDR073W	YDR073W.1	592439	592948
YOR180C	YOR180C.1	YOR180C	YOR180C.1	674352	675167
YPL170W	YPL170W.1	YPL170W	YPL170W.1	228314	228772
YGL139W	YGL139W.1	YGL139W	YGL139W.1	245716	248124
YLR287C	YLR287C.1	YLR287C	YLR287C.1	710991	712058
YBR248C	YBR248C.1	YBR248C	YBR248C.1	714807	716465
YMR290W-A	YMR290W-A.1	YMR290W-A	YMR290W-A.1	851422	851769
YAL044W-A	YAL044W-A.1	YAL044W-A	YAL044W-A.1	57518	57850
YGL140C	YGL140C.1	YGL140C	YGL140C.1	241353	245012
YGR114C	YGR114C.1	YGR114C	YGR114C.1	720265	720654
YGR180C	YGR180C.1	YGR180C	YGR180C.1	855264	856301
YPL018W	YPL018W.1	YPL018W	YPL018W.1	517651	518760
YDR183W	YDR183W.1	YDR183W	YDR183W.1	829585	830277
YDR079W	YDR079W.1	YDR079W	YDR079W.1	603064	603399
YBR196C-A	YBR196C-A.1	YBR196C-A	YBR196C-A.1	614024	614173
YPL229W	YPL229W.1	YPL229W	YPL229W.1	117067	117687
YER118C	YER118C.1	YER118C	YER118C.1	397952	399055
